,Year,years.x,Location.2,TP,Sample.ID,AA,TP.norm,years.y,d13C.s,d13C.norm,years,PHE.mean,PHE.norm,X.x,Col.Dis.An,UpInAn.45.Winter,UpInAn.45.Spring,UpInAn.45.Summer,UpInAn.45.Autumn,UpInAn.45.Annual,TUMI.45,LUSI.45,MEI,ONI,PDO,WA.SST.Wi,WA.SST.Su,WA.SST.Sp,WA.SST.Au,WA.SST.An,Col.Dis.low,Col.Dis.high,NOI,Fras.Dis.high,Fras.Dis.low,Fras.Dis.an,Dis.Total,NPGO,X.y,Herring.Biomass,Chinook,Chum,Coho,HarborSeal,HatcherySmolts,HakeBiomass,EulachonLandings,WildProduction,allSmolt
715,1980,1979,Inland,2.513628138,RM_10273,ALA,-1.405356119,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
716,1980,1979,Inland,2.513628138,RM_10273,ALA,-1.405356119,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
717,1980,1979,Inland,2.513628138,RM_10273,ALA,-1.405356119,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
718,1980,1979,Inland,2.513628138,RM_10273,ALA,-1.405356119,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
719,1980,1979,Inland,2.513628138,RM_10273,ALA,-1.405356119,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
720,1980,1979,Inland,2.513628138,RM_10273,ALA,-1.405356119,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
725,1980,1979,Inland,3.233925533,RM_12847,ALA,-0.713124524,1979,-13.29047575,0.222004143,1979,14.71579263,1.020647788,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
805,1980,1979,Inland,4.114790741,SM_27370,ALA,0.133418492,1979,-11.75077575,1.283475911,1979,12.13585266,0.002939025,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
18,1981,1980,Inland,4.423530449,BM_39398,Glu,-0.168248797,1980,NA,NA,1980,10.52203436,-0.633663782,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
19,1981,1980,Inland,5.199609038,BM_51206,Glu,0.791458102,1980,-12.31269143,0.896090298,1980,10.83458935,-0.510370234,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
179,1981,1980,Inland,3.885886132,BM_39398,ASP,0.583702507,1980,NA,NA,1980,10.52203436,-0.633663782,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
180,1981,1980,Inland,4.094172061,BM_51206,ASP,0.712604577,1980,-12.31269143,0.896090298,1980,10.83458935,-0.510370234,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
340,1981,1980,Inland,2.839688293,BM_39398,PRO,-1.206962131,1980,NA,NA,1980,10.52203436,-0.633663782,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
341,1981,1980,Inland,3.571776821,BM_51206,PRO,-0.056432364,1980,-12.31269143,0.896090298,1980,10.83458935,-0.510370234,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
501,1981,1980,Inland,2.921164716,BM_39398,VAL,0.755582888,1980,NA,NA,1980,10.52203436,-0.633663782,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
502,1981,1980,Inland,2.208186944,BM_51206,VAL,-0.698110752,1980,-12.31269143,0.896090298,1980,10.83458935,-0.510370234,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
662,1981,1980,Inland,3.747143129,BM_39398,ALA,-0.219904032,1980,NA,NA,1980,10.52203436,-0.633663782,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
663,1981,1980,Inland,4.232985598,BM_51206,ALA,0.247007982,1980,-12.31269143,0.896090298,1980,10.83458935,-0.510370234,103,0.009381878,-3.784189634,-3.164067588,0.693147181,-9,-2.926739402,-0.763400179,-0.655885589,0.074416667,-0.268333333,0.918333333,1.392939086,0.489806785,0.52276319,0.91765688,0.830791485,0.045172942,-0.187115115,-0.717416667,-0.062199387,0.140296586,0.021892048,0.050394332,-0.221833333,9,1.441446829,-0.732771492,-0.77858807,1.064084814,-1.274476501,NA,0.818788041,NA,-0.855258616,-1.169227208
47,1982,1981,Coastal,4.729916567,NM_2044,Glu,0.21063148,1981,-13.85435784,-0.16673712,1981,10.81203959,-0.519265437,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
48,1982,1981,Coastal,5.064507293,NM_2045,Glu,0.624389872,1981,-13.92265784,-0.213823255,1981,13.2075799,0.425703204,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
49,1982,1981,Coastal,5.849606074,NM_2048,Glu,1.595251235,1981,-14.46065784,-0.58472136,1981,9.852350448,-0.897833954,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
50,1982,1981,Coastal,4.547399657,NM_2050,Glu,-0.015070839,1981,-13.71155784,-0.06829056,1981,14.39043195,0.89230278,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
208,1982,1981,Coastal,4.026108536,NM_2044,ASP,0.670482052,1981,-13.85435784,-0.16673712,1981,10.81203959,-0.519265437,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
209,1982,1981,Coastal,3.251451735,NM_2045,ASP,0.191069614,1981,-13.92265784,-0.213823255,1981,13.2075799,0.425703204,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
210,1982,1981,Coastal,4.271769911,NM_2048,ASP,0.822514692,1981,-14.46065784,-0.58472136,1981,9.852350448,-0.897833954,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
211,1982,1981,Coastal,2.640036072,NM_2050,ASP,-0.187317657,1981,-13.71155784,-0.06829056,1981,14.39043195,0.89230278,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
369,1982,1981,Coastal,2.541912465,NM_2044,PRO,-1.674938257,1981,-13.85435784,-0.16673712,1981,10.81203959,-0.519265437,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
370,1982,1981,Coastal,3.222267209,NM_2045,PRO,-0.605711852,1981,-13.92265784,-0.213823255,1981,13.2075799,0.425703204,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
371,1982,1981,Coastal,3.384543112,NM_2048,PRO,-0.350683602,1981,-14.46065784,-0.58472136,1981,9.852350448,-0.897833954,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
372,1982,1981,Coastal,3.794632889,NM_2050,PRO,0.293801973,1981,-13.71155784,-0.06829056,1981,14.39043195,0.89230278,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
530,1982,1981,Coastal,2.670667614,NM_2044,VAL,0.244843203,1981,-13.85435784,-0.16673712,1981,10.81203959,-0.519265437,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
531,1982,1981,Coastal,2.680569573,NM_2045,VAL,0.265032352,1981,-13.92265784,-0.213823255,1981,13.2075799,0.425703204,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
532,1982,1981,Coastal,3.240159267,NM_2048,VAL,1.405982339,1981,-14.46065784,-0.58472136,1981,9.852350448,-0.897833954,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
533,1982,1981,Coastal,2.22732497,NM_2050,VAL,-0.659090141,1981,-13.71155784,-0.06829056,1981,14.39043195,0.89230278,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
691,1982,1981,Coastal,4.712386528,NM_2044,ALA,0.707729447,1981,-13.85435784,-0.16673712,1981,10.81203959,-0.519265437,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
692,1982,1981,Coastal,2.62006101,NM_2045,ALA,-1.303070317,1981,-13.92265784,-0.213823255,1981,13.2075799,0.425703204,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
693,1982,1981,Coastal,5.212322922,NM_2048,ALA,1.188186227,1981,-14.46065784,-0.58472136,1981,9.852350448,-0.897833954,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
694,1982,1981,Coastal,3.946270466,NM_2050,ALA,-0.028535529,1981,-13.71155784,-0.06829056,1981,14.39043195,0.89230278,104,0.216580067,2.772588722,2.708050201,-2.564949357,-1,1.446918983,-0.324360003,-0.029632643,1.090916667,0.99,0.114166667,0.382938857,0.353140169,-0.123903337,0.564656557,0.294208062,0.080899766,0.099553504,-2.03175,0.152678732,0.201164153,0.169621951,0.25659788,-0.686708333,10,0.905152926,-1.126416821,-0.638107087,-1.504685095,-0.988633266,NA,1.335303587,NA,-0.812089713,-0.579351496
51,1983,1982,Coastal,5.119442712,NM_2062,Glu,0.692323585,1982,-13.12308459,0.337403886,1982,12.91273121,0.309394259,105,0.160522516,-4.779123493,-2.427748236,-3.028522096,-10.66666667,-3.699242241,-0.865934108,-0.02336303,1.607833333,0.48,1.648333333,1.609605626,1.14647354,1.422763444,0.68465676,1.215874843,0.058290319,-0.034665005,-3.90625,-0.096139296,0.016105655,-0.052104008,0.19850293,-0.09205,11,0.95450389,-0.756271382,-0.859583721,-1.441162277,-0.854347164,NA,1.182927594,NA,-0.788796803,-0.707027401
52,1983,1982,Coastal,5.059809162,NM_2064,Glu,0.618580114,1982,-13.13408459,0.329820468,1982,12.83990823,0.280667782,105,0.160522516,-4.779123493,-2.427748236,-3.028522096,-10.66666667,-3.699242241,-0.865934108,-0.02336303,1.607833333,0.48,1.648333333,1.609605626,1.14647354,1.422763444,0.68465676,1.215874843,0.058290319,-0.034665005,-3.90625,-0.096139296,0.016105655,-0.052104008,0.19850293,-0.09205,11,0.95450389,-0.756271382,-0.859583721,-1.441162277,-0.854347164,NA,1.182927594,NA,-0.788796803,-0.707027401
